1000, 0.08994, 0.005
2000, 0.04568, 0.005
3000, 0.03839, 0.005
4000, 0.03425, 0.005
5000, 0.03128, 0.005
6000, 0.02840, 0.005
7000, 0.02614, 0.005
8000, 0.02519, 0.005
9000, 0.02363, 0.005
10000, 0.02311, 0.005
11000, 0.02346, 0.02
12000, 0.02215, 0.02
13000, 0.02081, 0.02
14000, 0.01970, 0.02
15000, 0.01884, 0.02
16000, 0.01786, 0.02
17000, 0.01742, 0.02
18000, 0.01735, 0.02
19000, 0.01672, 0.02
20000, 0.01648, 0.02
21000, 0.01588, 0.02
22000, 0.01569, 0.02
23000, 0.01502, 0.02
24000, 0.01492, 0.02
25000, 0.01466, 0.02
26000, 0.01458, 0.02
27000, 0.01440, 0.02
28000, 0.01429, 0.02
29000, 0.01383, 0.02
30000, 0.01364, 0.02
31000, 0.01372, 0.02
32000, 0.01341, 0.02
33000, 0.01321, 0.02
34000, 0.01335, 0.02
35000, 0.01307, 0.02
36000, 0.01272, 0.02
37000, 0.01297, 0.02
38000, 0.01263, 0.02
39000, 0.01271, 0.02
40000, 0.01231, 0.02
41000, 0.01238, 0.02
42000, 0.01234, 0.02
43000, 0.01211, 0.02
44000, 0.01224, 0.02
45000, 0.01204, 0.02
46000, 0.01198, 0.02
47000, 0.01170, 0.02
48000, 0.01165, 0.02
49000, 0.01162, 0.02
50000, 0.01148, 0.02
51000, 0.01174, 0.02
52000, 0.01148, 0.02
53000, 0.01122, 0.02
54000, 0.01125, 0.02
55000, 0.01116, 0.02
56000, 0.01118, 0.02
57000, 0.01094, 0.02
58000, 0.01093, 0.02
59000, 0.01121, 0.02
60000, 0.01102, 0.02
61000, 0.01064, 0.02
62000, 0.01074, 0.02
63000, 0.01051, 0.02
64000, 0.01050, 0.02
65000, 0.01043, 0.02
66000, 0.01050, 0.02
67000, 0.01023, 0.02
68000, 0.01049, 0.02
69000, 0.01059, 0.02
70000, 0.01033, 0.02
71000, 0.01022, 0.02
72000, 0.01019, 0.02
73000, 0.01010, 0.02
74000, 0.01003, 0.02
75000, 0.00966, 0.02
76000, 0.01013, 0.02
77000, 0.00986, 0.02
78000, 0.01003, 0.02
79000, 0.00971, 0.02
80000, 0.00974, 0.02
81000, 0.00967, 0.02
82000, 0.00955, 0.02
83000, 0.00994, 0.02
84000, 0.00959, 0.02
85000, 0.00964, 0.02
86000, 0.00949, 0.02
87000, 0.00986, 0.02
88000, 0.00947, 0.02
89000, 0.00942, 0.02
90000, 0.00948, 0.02
91000, 0.00966, 0.02
92000, 0.00955, 0.02
93000, 0.00931, 0.02
94000, 0.00938, 0.02
95000, 0.00934, 0.02
96000, 0.00926, 0.02
97000, 0.00924, 0.02
98000, 0.00944, 0.02
99000, 0.00902, 0.02
100000, 0.00890, 0.02
101000, 0.00914, 0.02
102000, 0.00898, 0.02
103000, 0.00919, 0.02
104000, 0.00889, 0.02
105000, 0.00893, 0.02
106000, 0.00904, 0.02
107000, 0.00902, 0.02
108000, 0.00888, 0.02
109000, 0.00879, 0.02
110000, 0.00884, 0.02
111000, 0.00858, 0.02
112000, 0.00883, 0.02
113000, 0.00886, 0.02
114000, 0.00888, 0.02
115000, 0.00866, 0.02
116000, 0.00884, 0.02
117000, 0.00859, 0.02
118000, 0.00885, 0.02
119000, 0.00858, 0.02
120000, 0.00849, 0.02
121000, 0.00835, 0.02
122000, 0.00859, 0.02
123000, 0.00836, 0.02
124000, 0.00853, 0.02
125000, 0.00825, 0.02
126000, 0.00877, 0.02
127000, 0.00838, 0.02
128000, 0.00849, 0.02
129000, 0.00811, 0.02
130000, 0.00839, 0.02
131000, 0.00837, 0.02
132000, 0.00827, 0.02
133000, 0.00857, 0.02
134000, 0.00800, 0.02
135000, 0.00816, 0.02
136000, 0.00803, 0.02
137000, 0.00831, 0.02
138000, 0.00817, 0.02
139000, 0.00813, 0.02
140000, 0.00805, 0.02
141000, 0.00815, 0.02
142000, 0.00816, 0.02
143000, 0.00820, 0.02
144000, 0.00822, 0.02
145000, 0.00808, 0.02
146000, 0.00808, 0.02
147000, 0.00793, 0.02
148000, 0.00796, 0.02
149000, 0.00811, 0.02
150000, 0.00785, 0.02
151000, 0.00786, 0.02
152000, 0.00777, 0.02
153000, 0.00807, 0.02
154000, 0.00802, 0.02
155000, 0.00777, 0.02
156000, 0.00788, 0.02
157000, 0.00777, 0.02
158000, 0.00780, 0.02
159000, 0.00779, 0.02
160000, 0.00785, 0.02
161000, 0.00782, 0.02
162000, 0.00764, 0.02
163000, 0.00774, 0.02
164000, 0.00779, 0.02
165000, 0.00764, 0.02
166000, 0.00770, 0.02
167000, 0.00782, 0.02
168000, 0.00796, 0.02
169000, 0.00757, 0.02
170000, 0.00757, 0.02
171000, 0.00757, 0.02
172000, 0.00776, 0.02
173000, 0.00753, 0.02
174000, 0.00749, 0.02
175000, 0.00766, 0.02
176000, 0.00749, 0.02
177000, 0.00765, 0.02
178000, 0.00743, 0.02
179000, 0.00749, 0.02
180000, 0.00736, 0.02
181000, 0.00755, 0.02
182000, 0.00726, 0.02
183000, 0.00736, 0.02
184000, 0.00734, 0.02
185000, 0.00748, 0.02
186000, 0.00770, 0.02
187000, 0.00768, 0.02
188000, 0.00743, 0.02
189000, 0.00731, 0.02
190000, 0.00765, 0.02
191000, 0.00719, 0.02
192000, 0.00734, 0.02
193000, 0.00740, 0.02
194000, 0.00715, 0.02
195000, 0.00744, 0.02
196000, 0.00751, 0.02
197000, 0.00726, 0.02
198000, 0.00726, 0.02
199000, 0.00742, 0.02
200000, 0.00702, 0.02
201000, 0.00735, 0.02
202000, 0.00727, 0.02
203000, 0.00721, 0.02
204000, 0.00727, 0.02
205000, 0.00719, 0.02
206000, 0.00715, 0.02
207000, 0.00714, 0.02
208000, 0.00722, 0.02
209000, 0.00720, 0.02
210000, 0.00704, 0.02
211000, 0.00718, 0.02
212000, 0.00709, 0.02
213000, 0.00708, 0.02
214000, 0.00711, 0.02
215000, 0.00709, 0.02
216000, 0.00717, 0.02
217000, 0.00713, 0.02
218000, 0.00692, 0.02
219000, 0.00709, 0.02
220000, 0.00711, 0.02
221000, 0.00695, 0.02
222000, 0.00704, 0.02
223000, 0.00690, 0.02
224000, 0.00696, 0.02
225000, 0.00696, 0.02
226000, 0.00670, 0.02
227000, 0.00695, 0.02
228000, 0.00692, 0.02
229000, 0.00696, 0.02
230000, 0.00689, 0.02
231000, 0.00680, 0.02
232000, 0.00689, 0.02
233000, 0.00696, 0.02
234000, 0.00689, 0.02
235000, 0.00676, 0.02
236000, 0.00700, 0.02
237000, 0.00716, 0.02
238000, 0.00693, 0.02
239000, 0.00672, 0.02
240000, 0.00701, 0.02
241000, 0.00679, 0.02
242000, 0.00678, 0.02
243000, 0.00671, 0.02
244000, 0.00685, 0.02
245000, 0.00674, 0.02
