1000, 0.08278, 0.005
2000, 0.04105, 0.005
3000, 0.03417, 0.005
4000, 0.02923, 0.005
5000, 0.02527, 0.005
6000, 0.02330, 0.005
7000, 0.02119, 0.005
8000, 0.02008, 0.005
9000, 0.01909, 0.005
10000, 0.01779, 0.005
11000, 0.01865, 0.02
12000, 0.01703, 0.02
13000, 0.01543, 0.02
14000, 0.01459, 0.02
15000, 0.01400, 0.02
16000, 0.01320, 0.02
17000, 0.01298, 0.02
18000, 0.01233, 0.02
19000, 0.01183, 0.02
20000, 0.01167, 0.02
21000, 0.01140, 0.02
22000, 0.01141, 0.02
23000, 0.01102, 0.02
24000, 0.01077, 0.02
25000, 0.01083, 0.02
26000, 0.01043, 0.02
27000, 0.01028, 0.02
28000, 0.01019, 0.02
29000, 0.01015, 0.02
30000, 0.00988, 0.02
31000, 0.00977, 0.02
32000, 0.00970, 0.02
33000, 0.00965, 0.02
34000, 0.00974, 0.02
35000, 0.00940, 0.02
36000, 0.00930, 0.02
37000, 0.00920, 0.02
38000, 0.00910, 0.02
39000, 0.00929, 0.02
40000, 0.00902, 0.02
41000, 0.00872, 0.02
42000, 0.00903, 0.02
43000, 0.00888, 0.02
44000, 0.00870, 0.02
45000, 0.00859, 0.02
46000, 0.00855, 0.02
47000, 0.00867, 0.02
48000, 0.00846, 0.02
49000, 0.00854, 0.02
50000, 0.00855, 0.02
51000, 0.00838, 0.02
52000, 0.00857, 0.02
53000, 0.00827, 0.02
54000, 0.00830, 0.02
55000, 0.00817, 0.02
56000, 0.00821, 0.02
57000, 0.00805, 0.02
58000, 0.00832, 0.02
59000, 0.00829, 0.02
60000, 0.00805, 0.02
61000, 0.00789, 0.02
62000, 0.00796, 0.02
63000, 0.00784, 0.02
64000, 0.00786, 0.02
65000, 0.00785, 0.02
66000, 0.00808, 0.02
67000, 0.00773, 0.02
68000, 0.00768, 0.02
69000, 0.00784, 0.02
70000, 0.00777, 0.02
71000, 0.00793, 0.02
72000, 0.00771, 0.02
73000, 0.00779, 0.02
74000, 0.00772, 0.02
75000, 0.00771, 0.02
76000, 0.00744, 0.02
77000, 0.00741, 0.02
78000, 0.00763, 0.02
79000, 0.00767, 0.02
80000, 0.00743, 0.02
81000, 0.00745, 0.02
82000, 0.00743, 0.02
83000, 0.00726, 0.02
84000, 0.00740, 0.02
85000, 0.00731, 0.02
86000, 0.00721, 0.02
87000, 0.00740, 0.02
88000, 0.00716, 0.02
89000, 0.00728, 0.02
90000, 0.00751, 0.02
91000, 0.00730, 0.02
92000, 0.00720, 0.02
93000, 0.00717, 0.02
94000, 0.00726, 0.02
95000, 0.00728, 0.02
96000, 0.00724, 0.02
97000, 0.00726, 0.02
98000, 0.00703, 0.02
99000, 0.00697, 0.02
100000, 0.00704, 0.02
101000, 0.00703, 0.02
102000, 0.00714, 0.02
103000, 0.00704, 0.02
104000, 0.00708, 0.02
105000, 0.00702, 0.02
106000, 0.00687, 0.02
107000, 0.00680, 0.02
108000, 0.00701, 0.02
109000, 0.00682, 0.02
110000, 0.00697, 0.02
111000, 0.00675, 0.02
112000, 0.00700, 0.02
113000, 0.00693, 0.02
114000, 0.00714, 0.02
115000, 0.00681, 0.02
116000, 0.00687, 0.02
117000, 0.00678, 0.02
118000, 0.00678, 0.02
119000, 0.00689, 0.02
120000, 0.00679, 0.02
121000, 0.00684, 0.02
122000, 0.00664, 0.02
123000, 0.00680, 0.02
124000, 0.00676, 0.02
125000, 0.00677, 0.02
126000, 0.00655, 0.02
127000, 0.00663, 0.02
128000, 0.00678, 0.02
129000, 0.00670, 0.02
130000, 0.00687, 0.02
131000, 0.00674, 0.02
132000, 0.00649, 0.02
133000, 0.00672, 0.02
134000, 0.00659, 0.02
135000, 0.00646, 0.02
136000, 0.00671, 0.02
137000, 0.00648, 0.02
138000, 0.00664, 0.02
139000, 0.00661, 0.02
140000, 0.00655, 0.02
141000, 0.00665, 0.02
142000, 0.00665, 0.02
143000, 0.00646, 0.02
144000, 0.00632, 0.02
145000, 0.00649, 0.02
146000, 0.00638, 0.02
147000, 0.00652, 0.02
148000, 0.00641, 0.02
149000, 0.00645, 0.02
150000, 0.00636, 0.02
151000, 0.00647, 0.02
152000, 0.00640, 0.02
153000, 0.00638, 0.02
154000, 0.00648, 0.02
155000, 0.00634, 0.02
156000, 0.00645, 0.02
157000, 0.00650, 0.02
158000, 0.00628, 0.02
159000, 0.00659, 0.02
160000, 0.00623, 0.02
161000, 0.00649, 0.02
162000, 0.00653, 0.02
163000, 0.00624, 0.02
164000, 0.00635, 0.02
165000, 0.00656, 0.02
166000, 0.00630, 0.02
167000, 0.00648, 0.02
168000, 0.00621, 0.02
169000, 0.00641, 0.02
170000, 0.00626, 0.02
171000, 0.00617, 0.02
172000, 0.00630, 0.02
173000, 0.00619, 0.02
174000, 0.00643, 0.02
175000, 0.00626, 0.02
176000, 0.00631, 0.02
177000, 0.00606, 0.02
178000, 0.00650, 0.02
179000, 0.00617, 0.02
180000, 0.00634, 0.02
181000, 0.00616, 0.02
182000, 0.00637, 0.02
183000, 0.00633, 0.02
184000, 0.00625, 0.02
185000, 0.00605, 0.02
186000, 0.00621, 0.02
187000, 0.00626, 0.02
188000, 0.00605, 0.02
189000, 0.00611, 0.02
190000, 0.00634, 0.02
191000, 0.00638, 0.02
192000, 0.00597, 0.02
193000, 0.00609, 0.02
194000, 0.00604, 0.02
195000, 0.00619, 0.02
196000, 0.00620, 0.02
197000, 0.00617, 0.02
198000, 0.00620, 0.02
199000, 0.00611, 0.02
200000, 0.00610, 0.02
201000, 0.00614, 0.02
202000, 0.00616, 0.02
203000, 0.00608, 0.02
204000, 0.00608, 0.02
205000, 0.00599, 0.02
206000, 0.00601, 0.02
207000, 0.00609, 0.02
208000, 0.00593, 0.02
209000, 0.00612, 0.02
210000, 0.00590, 0.02
211000, 0.00596, 0.02
212000, 0.00607, 0.02
213000, 0.00606, 0.02
214000, 0.00604, 0.02
215000, 0.00596, 0.02
216000, 0.00592, 0.02
217000, 0.00597, 0.02
218000, 0.00596, 0.02
219000, 0.00600, 0.02
220000, 0.00587, 0.02
221000, 0.00583, 0.02
222000, 0.00598, 0.02
223000, 0.00588, 0.02
224000, 0.00605, 0.02
225000, 0.00585, 0.02
226000, 0.00590, 0.02
227000, 0.00590, 0.02
228000, 0.00594, 0.02
229000, 0.00573, 0.02
230000, 0.00576, 0.02
231000, 0.00588, 0.02
232000, 0.00580, 0.02
233000, 0.00573, 0.02
234000, 0.00584, 0.02
235000, 0.00586, 0.02
236000, 0.00578, 0.02
237000, 0.00572, 0.02
238000, 0.00575, 0.02
239000, 0.00587, 0.02
240000, 0.00588, 0.02
241000, 0.00582, 0.02
242000, 0.00580, 0.02
243000, 0.00574, 0.02
244000, 0.00608, 0.02
245000, 0.00585, 0.02
246000, 0.00591, 0.02
247000, 0.00569, 0.02
248000, 0.00560, 0.02
249000, 0.00575, 0.02
250000, 0.00587, 0.02
251000, 0.00581, 0.02
252000, 0.00584, 0.02
253000, 0.00576, 0.02
254000, 0.00566, 0.02
255000, 0.00571, 0.02
256000, 0.00569, 0.02
257000, 0.00578, 0.02
258000, 0.00578, 0.02
259000, 0.00581, 0.02
260000, 0.00568, 0.02
261000, 0.00567, 0.02
262000, 0.00591, 0.02
263000, 0.00605, 0.02
264000, 0.00578, 0.02
265000, 0.00572, 0.02
266000, 0.00591, 0.02
267000, 0.00577, 0.02
268000, 0.00582, 0.02
269000, 0.00572, 0.02
270000, 0.00575, 0.02
271000, 0.00548, 0.02
272000, 0.00572, 0.02
273000, 0.00581, 0.02
274000, 0.00573, 0.02
